entid,ANCHEYEAR,ANCHEDATE,EMPNUM,WOMEMPNUM,BUSST
1169005838,2014,2015/6/20,6,,0
952788999,2015,2016/9/28,11,,0
1156804547,2015,2016/6/20,6,,0
1183612211,2013,2015/9/6,,,0
510117950,2014,2016/2/13,,,0
218481195,2013,2015/1/29,13,,11
177473368,2016,2017/8/20,4,8,0
51981125,2017,2018/5/4,7,11,11
731050139,2016,2017/8/6,217,93,11
729220676,2015,2017/7/16,9,,13
494104735,2017,2018/12/5,2,3,11
633773899,2015,2016/3/12,5,,11
472401174,2015,2017/9/23,10,,11
472401174,2016,2017/3/23,2,4,11
407350190,2017,2018/12/19,4,6,11
241484762,2016,2017/2/12,10,3,11
851397728,2014,2017/1/5,4,,9
196910950,2017,2018/10/4,4,1,11
40304519,2015,2017/1/17,12,,11
19850270,2013,2017/11/8,2,,11
812917663,2016,2017/8/23,59,31,11
812917663,2017,2018/3/11,67,35,11
1156804547,2017,2018/5/10,5,5,11
923590000,2016,2018/3/23,3,8,9
1151486512,2014,2017/6/23,9,,11
929790487,2016,2017/1/30,11,2,11
860901481,2016,2017/10/14,12,10,11
653184071,2015,2017/5/13,12,,11
122220175,2015,2016/12/20,3,,11
252988494,2015,2016/1/10,7,,11
547258534,2016,2017/10/23,8,8,11
220448783,2016,2017/5/17,7,9,11
1079431533,2016,2017/4/26,2,1,11
337452976,2014,2017/7/23,9,,11
337452976,2016,2017/4/23,2,7,11
139799966,2016,2017/1/19,8,11,11
424537795,2015,2017/5/1,4,,13
507433114,2017,2018/12/29,48,27,11
922667663,2017,2018/1/4,8,6,11
343998876,2017,2018/1/29,4,6,11
210467886,2014,2016/5/10,9,,11
772956251,2015,2016/9/3,37,,11
526297028,2014,,,,11
77491511,2013,,,,13
618751808,2015,,,,11
235846361,2015,,,,11
473603328,2016,,,,11
822541486,2013,,,,11
11578219,2016,,6,,11
649788003,2017,,,,9
92653468,2016,,,,11
850424865,2014,,,,9
862518655,2015,,,,11
587234785,2015,2016/6/25,6,,11
794816216,2015,,8,,9
212936139,2015,,11,,11
1109695431,2016,,,,11
310206872,2017,,,,18
1162220290,2013,,,,9
1176966297,2013,2015/12/24,,,0
315181301,2014,2015/8/20,6,,0
69491770,2014,2015/6/19,,,0
301743547,2013,2014/10/17,,,0
757657917,2014,2015/5/22,10,,11
911795467,2015,2016/7/23,,,0
278469566,2014,2015/3/12,,,0
221832261,2015,2016/5/12,,,0
51981125,2014,2015/4/11,,,0
731050139,2014,2015/10/29,212,,0
618751808,2014,2015/4/24,10,,0
743094233,2014,2015/8/19,,,0
310206872,2014,2015/8/13,,,0
901589297,2013,2014/12/20,3,,0
952788999,2013,2014/10/23,13,,0
1169005838,2015,2016/1/6,5,,0
725698768,2014,2015/5/8,,,0
1079431533,2015,2016/8/14,,,0
165643720,2014,2015/11/30,,,0
777389681,2014,2015/5/9,4,,0
870151652,2013,2015/9/30,,,0
1030735457,2014,2015/11/24,,,0
407350190,2014,2015/4/29,11,,0
139799966,2013,2014/7/16,,,0
1156804547,2014,2015/12/16,16,,0
1024186033,2014,2015/2/1,35,,0
548493601,2014,2015/2/9,12,,3
571576131,2015,2016/2/25,,,0
475255424,2016,2017/5/20,8,15,0
492405943,2015,2016/11/16,9,,11
1032328768,2015,2017/10/6,5,,11
1087381924,2015,2016/5/16,11,,11
1132818427,2016,2017/12/30,9,7,11
1132818427,2014,2017/7/30,3,,11
1138059871,2015,2017/2/26,3,,11
1077918882,2015,2016/11/7,7,,11
1157977132,2015,2016/1/26,6,,11
633773899,2017,2018/8/6,9,4,11
950477262,2014,2017/2/22,6,,11
316088181,2017,2018/9/21,13,9,11
475255424,2017,2018/3/27,10,11,15
1183612211,2016,2018/5/8,2,9,11
1144185194,2016,2018/11/29,8,9,11
851397728,2016,2017/9/5,4,2,13
196910950,2016,2017/7/17,5,4,11
1178264308,2016,2018/7/10,11,8,11
929790487,2013,2017/8/30,8,,11
601440257,2013,2017/9/27,10,,11
653184071,2017,2018/2/10,7,10,11
122220175,2016,2017/3/7,9,3,11
137040147,2015,2017/5/3,6,,11
547258534,2017,2018/9/13,5,9,11
1189743165,2014,2016/5/26,17,,11
1189743165,2016,2017/12/4,8,5,11
456997986,2017,2018/9/28,11,5,11
456997986,2016,2017/2/19,14,5,11
223377099,2017,2018/12/19,5,7,11
210467886,2017,2018/2/28,7,4,11
526297028,2015,,,,11
1146888201,2013,,,,11
209168944,2016,,,,9
173425626,2017,,1,,11
618751808,2016,,,,11
1081055617,2014,,,,13
822541486,2014,,,,11
649788003,2015,,,,11
1174402087,2017,,10,,11
850424865,2015,,,,9
862518655,2016,,,,11
587234785,2016,2017/12/14,10,5,11
794816216,2016,,6,,9
212936139,2016,,8,,11
310206872,2016,,,,18
1162220290,2014,,,,9
618751808,2013,2014/12/25,,,0
900005310,2013,2015/6/30,,,0
456997986,2015,2016/7/13,,,0
275908927,2013,2014/2/26,,,0
900005310,2014,2015/6/30,,,0
210383067,2014,2015/6/4,8,,0
757657917,2013,2015/10/22,5,,11
220448783,2014,2015/7/16,,,0
743094233,2013,2014/12/18,,,0
194970450,2014,2015/4/30,,,0
375798270,2014,2015/2/14,,,0
1180043900,2014,2015/11/15,,,4
194970450,2013,2014/7/24,,,0
1030735457,2013,2015/6/24,,,0
841541151,2013,2015/7/26,15,,0
162072306,2013,2014/10/19,,,0
777389681,2013,2015/12/9,11,,0
162072306,2014,2015/7/7,48,,0
716838666,2014,2015/7/26,,,0
151413858,2014,2015/9/4,5,,0
209168944,2014,2015/2/26,,,5
812917663,2015,2016/11/6,,,0
407350190,2013,2014/2/24,10,,0
31485576,2013,2015/8/14,,,0
72751747,2013,2014/12/9,7,,0
235846361,2014,2015/9/27,149,,0
492405943,2016,2017/7/20,9,7,0
51981125,2016,2017/9/20,9,5,0
492405943,2014,2016/2/16,15,,11
1132818427,2017,2018/8/13,10,6,11
729220676,2017,2018/4/28,8,6,11
1138059871,2016,2017/5/26,2,3,11
1157160085,2016,2017/10/17,9,3,11
162072306,2015,2016/9/22,1,,11
1157977132,2017,2018/4/28,22,11,11
1024186033,2015,2017/11/17,33,,11
276103663,2016,2017/11/17,10,9,11
633773899,2016,2017/4/18,7,6,11
950477262,2016,2017/3/22,4,4,11
472401174,2017,2018/1/22,6,1,11
472401174,2014,2017/7/23,7,,11
316088181,2015,2018/2/21,13,,13
1144185194,2017,2018/11/29,9,2,11
542928036,2015,2017/3/22,6,,11
19850270,2016,2017/9/8,6,7,11
19850270,2015,2017/12/8,7,,11
1178264308,2014,2017/1/19,8,,11
1178264308,2017,2018/9/10,4,7,11
483678988,2015,2017/3/12,9,,11
142218422,2016,2017/2/9,5,2,11
142218422,2017,2018/12/7,1,4,11
155483666,2017,2018/9/26,8,1,11
1189743165,2015,2016/1/26,10,,11
424537795,2013,2017/10/1,3,,13
725698768,2017,2018/6/29,48,26,11
1205985457,2013,2016/11/9,8,,13
1205985457,2014,2016/4/9,3,,13
526297028,2016,,,,11
1146888201,2014,,,,11
173425626,2015,,,,11
165987445,2015,,,,13
1081055617,2013,,,,13
822541486,2015,,,,11
649788003,2016,,7,,13
1174402087,2016,,7,,11
850424865,2016,,,,18
77491511,2015,,,,16
1139812428,2017,2018/6/22,3,5,11
1162220290,2015,,,,9
731050139,2013,2014/1/21,219,,0
221832261,2013,2014/11/16,,,0
1111263046,2013,2015/8/25,7,,0
455558271,2014,2015/6/29,,,1
177473368,2015,2016/6/9,7,,0
578046916,2014,2015/7/8,,,0
1169005838,2013,2014/9/19,3,,0
494104735,2013,2014/5/26,,,0
547258534,2015,2016/12/16,80,,0
578046916,2015,2016/1/1,,,0
498426938,2014,2015/7/23,,,0
232565764,2013,2016/4/29,,,0
1064971831,2014,2015/10/25,,,0
1079431533,2014,2015/9/5,,,0
268673627,2013,2014/5/16,,,0
223377099,2013,2014/9/18,3,,0
1183612211,2014,2015/5/6,,,0
582674865,2014,2015/9/21,,,0
139799966,2014,2015/10/5,,,0
510117950,2015,2016/10/13,,,0
235846361,2013,2015/10/27,145,,0
507433114,2014,2015/8/16,,,0
10711834,2013,2016/12/14,6,,0
1171029049,2014,2015/1/17,,,0
407350190,2016,2017/11/20,8,1,0
1169005838,2016,2017/12/20,13,4,0
1139812428,2016,2017/10/3,2,5,11
492405943,2013,2016/9/16,14,,11
1032328768,2016,2017/4/6,11,6,11
578046916,2017,2018/9/8,19,9,11
578046916,2016,2017/10/27,15,12,11
494104735,2015,2016/12/21,9,,11
1138059871,2017,2018/10/21,9,9,11
162072306,2016,2017/6/26,10,7,11
1171029049,2015,2016/7/24,8,,11
1022501713,2016,2017/11/8,18,4,11
918218034,2017,2018/3/10,3,2,11
1183612211,2017,2018/6/8,4,5,11
542928036,2014,2017/6/22,7,,11
411188025,2017,2018/11/15,6,3,11
851397728,2015,2017/3/5,4,,13
268673627,2015,2016/5/11,36,,11
1178264308,2015,2017/2/19,4,,11
98881159,2017,2018/8/10,5,8,11
601440257,2017,2018/5/29,12,6,11
122220175,2017,2018/1/16,7,9,11
407207628,2015,2018/9/10,10,,11
407207628,2017,2018/12/10,8,2,11
20822760,2017,2018/8/5,31,23,11
20822760,2015,2016/12/29,32,,11
337452976,2017,2018/11/9,2,9,11
154066294,2015,2016/12/19,2,,11
725698768,2016,2017/3/5,44,24,11
177473368,2017,2018/12/6,11,8,11
772956251,2017,2018/8/16,57,37,11
1146888201,2015,,,,11
173425626,2016,,,,11
743094233,2017,,,,18
822541486,2016,,,,11
187043215,2015,,,,16
95211015,2017,,,,11
1174402087,2015,,,,11
900005310,2015,,,,11
1162220290,2016,,1,,18
1109695431,2014,2015/5/22,,,0
1022501713,2014,2015/3/28,16,,0
918218034,2013,2015/9/3,,,0
475255424,2015,2016/9/24,,,0
456997986,2013,2014/12/19,,,0
275908927,2014,2015/5/16,,,0
1176966297,2015,2016/4/12,,,0
1022501713,2013,2014/1/27,10,,0
633773899,2013,2015/2/28,,,0
1087381924,2013,2015/2/26,,,0
154066294,2014,2015/3/27,11,,0
952788999,2014,2015/8/18,5,,0
232565764,2014,2016/10/29,,,0
154066294,2013,2015/4/27,14,,0
220448783,2015,2016/7/24,11,,0
831542,2014,2015/5/20,,,0
923590000,2014,2015/5/27,,,0
884853596,2014,2015/6/21,,,0
851397728,2013,2015/6/16,5,,0
222738122,2013,2014/9/30,6,,0
139799966,2015,2016/5/17,,,0
98881159,2014,2015/9/30,,,0
209168944,2015,2016/2/26,,,5
10711834,2014,2016/2/14,8,,0
151413858,2015,2016/4/13,9,,0
218481195,2014,2015/4/29,10,,11
731340295,2017,2018/9/24,14,5,11
455558271,2017,2018/12/13,6,1,11
1132818427,2015,2017/1/30,10,,11
494104735,2016,2017/10/2,8,4,11
221832261,2017,2018/7/9,6,3,11
1022501713,2017,2018/2/21,14,9,11
222738122,2016,2017/8/9,7,9,11
241484762,2017,2018/7/24,8,6,11
851397728,2017,2018/9/20,5,6,11
1080539525,2017,2018/7/19,4,7,11
1080539525,2016,2017/10/23,3,11,11
268673627,2017,2018/10/11,17,2,11
19850270,2014,2017/10/8,6,,11
841541151,2017,2018/3/24,13,4,11
1156804547,2016,2017/2/16,5,10,11
483678988,2013,2017/10/12,2,,11
923590000,2015,2018/10/23,1,,11
929790487,2014,2017/8/30,12,,11
232565764,2017,2018/11/13,12,5,11
232565764,2016,2017/3/1,7,9,11
137040147,2016,2017/8/3,9,6,11
155483666,2016,2017/3/29,10,7,11
220448783,2017,2018/11/10,11,4,11
507433114,2015,2017/3/13,40,,11
154066294,2017,2018/8/27,5,9,11
1205985457,2017,2018/9/9,7,4,9
1205985457,2016,2017/8/7,3,9,9
922667663,2016,2017/9/9,11,5,9
210467886,2016,2017/1/2,12,9,11
245720891,2014,,,,16
1146888201,2016,,,,11
603865048,2015,,,,11
92653468,2017,,,,11
743094233,2016,,,,11
846275858,2017,,,,11
174838085,2013,,,,11
95211015,2016,,,,11
900005310,2017,,,,11
20822760,2013,2014/12/24,,,0
731050139,2015,2016/10/17,221,,0
1080539525,2014,2015/10/25,6,,0
301743547,2014,2015/10/16,,,0
1109695431,2013,2015/5/21,,,0
467117200,2014,2015/6/21,,,4
633773899,2014,2015/9/30,,,0
246124439,2014,2015/2/21,17,,0
475255424,2013,2015/4/29,,,0
196910950,2015,2016/4/22,,,0
140640476,2014,2015/9/6,,,0
455558271,2015,2016/8/13,,,1
743094233,2015,2016/1/20,,,0
232565764,2015,2016/5/29,,,0
578046916,2013,2015/1/26,,,0
603286004,2014,2015/1/12,,,0
411188025,2015,2016/9/13,,,0
223377099,2015,2016/3/13,1,,0
411188025,2014,2015/10/26,,,0
343998876,2014,2015/6/7,,,0
223377099,2014,2015/1/23,7,,0
725698768,2013,2014/8/29,46,,0
731340295,2015,2016/11/20,,,0
1171029049,2013,2014/11/2,,,0
241484762,2015,2016/12/2,,,0
151413858,2013,2014/11/28,7,,0
1156804547,2013,2014/1/24,3,,0
812917663,2013,2015/8/18,,,0
72751747,2014,2015/10/4,10,,0
151413858,2016,2017/4/20,4,8,0
223377099,2016,2017/3/20,10,8,0
51981125,2015,2016/8/10,11,,11
492405943,2017,2018/8/19,8,8,11
1176966297,2017,2018/7/28,8,6,11
1032328768,2014,2017/1/6,11,,11
1157160085,2015,2017/2/1,1,,11
162072306,2017,2018/9/15,1,4,11
1077918882,2017,2018/12/19,19,3,11
1024186033,2017,2018/5/11,39,10,11
950477262,2013,2017/4/22,3,,11
221832261,2016,2017/9/14,11,10,11
316088181,2016,2018/10/21,15,8,13
831542,2016,2017/5/11,4,3,11
1183612211,2015,2018/7/8,8,,11
268673627,2016,2017/5/13,14,13,11
841541151,2016,2017/10/21,7,1,11
841541151,2015,2017/5/21,5,,11
483678988,2016,2017/12/12,5,9,11
671030964,2015,2017/9/13,10,,11
1151486512,2015,2017/3/23,8,,11
1151486512,2016,2017/4/23,3,5,11
98881159,2015,2017/7/31,6,,11
407207628,2016,2018/3/10,10,9,11
1189743165,2017,2018/1/29,11,5,11
424537795,2016,2017/1/1,2,9,13
424537795,2017,2018/8/18,2,4,13
424537795,2014,2017/10/1,7,,13
154066294,2016,2017/8/27,4,5,11
245720891,2015,,,,16
498426938,2015,,,,11
603865048,2016,,,,11
566363148,2017,2018/8/28,5,1,11
846275858,2015,,,,11
473603328,2013,,,,11
174838085,2014,,,,11
95211015,2015,,32,,11
582674865,2015,,,,11
1081055617,2015,,,,13
831542,2017,,,,11
1183612211,2018,,,,0
137040147,2018,,,,0
1033647152,2014,2015/8/20,,,0
40304519,2013,2014/8/4,,,0
210383067,2013,2015/10/4,4,,0
456997986,2014,2015/3/21,,,0
178869075,2015,2016/10/7,,,0
69491770,2013,2015/12/19,,,0
140640476,2013,2015/1/6,,,0
261482098,2014,2015/8/28,,,0
547258534,2014,2015/5/11,88,,0
901589297,2014,2016/6/27,5,,0
316088181,2013,2015/12/23,,,0
968775415,2013,2015/3/29,13,,0
455558271,2013,2015/1/29,,,1
310206872,2015,2016/8/18,,,0
316088181,2014,2015/8/23,7,,0
411188025,2013,2015/2/26,6,,0
286552333,2014,2015/7/9,,,0
173425626,2014,2015/8/18,,,0
884853596,2013,2014/1/14,,,0
1139812428,2015,2016/8/13,2,,11
276103663,2014,2015/4/27,,,4
343998876,2015,2016/8/5,,,0
831542,2015,2016/12/17,,,0
808713634,2014,2015/8/29,,,0
841541151,2014,2015/10/26,20,,0
831542,2013,2015/5/20,,,0
1157977132,2014,2015/6/12,,,0
407350190,2015,2016/7/22,3,,0
812917663,2014,2015/1/19,,,0
548493601,2013,2015/6/9,7,,0
510117950,2013,2016/7/13,,,0
860901481,2014,2015/5/2,,,0
241484762,2014,2015/10/24,,,0
772956251,2014,2015/3/29,46,,0
1087381924,2016,2017/8/20,16,12,0
731340295,2016,2017/2/20,10,8,0
731050139,2017,2018/3/8,241,89,11
548493601,2016,2017/9/29,6,0,11
1171029049,2016,2017/2/2,6,9,11
1077918882,2016,2017/3/19,11,6,11
276103663,2017,2018/11/15,10,4,11
918218034,2016,2017/12/24,5,5,11
1144185194,2015,2018/8/29,10,,11
542928036,2016,2017/2/22,5,0,11
69491770,2015,2016/12/2,3,,11
40304519,2017,2018/7/14,11,2,11
483678988,2014,2017/5/12,5,,11
671030964,2017,2018/9/25,4,2,11
1151486512,2017,2018/4/22,10,3,13
929790487,2015,2017/9/30,4,,11
601440257,2016,2017/9/27,11,5,11
155483666,2015,2017/4/1,6,,11
20822760,2016,2017/7/15,36,28,11
1189743165,2013,2016/4/26,18,,11
337452976,2015,2017/3/23,11,,11
1084656325,2016,2017/9/17,3,5,11
1205985457,2015,2016/8/9,1,,13
343998876,2016,2017/3/29,10,4,11
210467886,2015,2016/1/10,7,,11
772956251,2016,2017/8/29,47,30,11
981755116,2015,,,,16
1033647152,2015,,,,11
566363148,2015,2016/7/12,3,,11
846275858,2016,,,,11
235846361,2017,,,,11
473603328,2014,,,,11
174838085,2015,,,,11
11578219,2014,,,,11
95211015,2014,,38,,11
582674865,2016,,3,,11
92653468,2015,,,,11
178869075,2016,,,,11
587234785,2017,2018/11/10,2,5,11
794816216,2017,,6,,9
1109695431,2017,,,,11
653184071,2018,,8,,0
542928036,2018,2019/11/30,7,2,0
222738122,2018,2019/4/1,11,5,0
212936139,2018,2019/1/24,6,1,0
1080539525,2018,2019/11/25,7,2,0
98881159,2018,2019/3/25,9,6,13
922667663,2018,2019/5/26,9,6,0
472401174,2018,2019/4/27,1,7,0
1205985457,2018,2019/2/7,2,6,7
1032328768,2018,2019/5/14,7,3,0
337452976,2018,2019/7/20,7,2,0
1077918882,2018,2019/9/10,19,14,0
316088181,2018,2019/11/10,8,5,0
162072306,2018,2019/5/25,5,3,0
210467886,2018,2019/4/9,6,2,0
510117950,2018,2019/6/25,166,150,0
343998876,2018,2019/3/11,3,8,0
618751808,2018,2019/7/24,17,11,11
92653468,2018,2019/10/15,10,2,11
1109695431,2018,2019/3/10,4,5,11
95211015,2018,2019/8/15,14,14,11
900005310,2018,2019/1/9,13,,11
743094233,2018,2019/3/5,3,4,13
235846361,2018,2019/11/15,139,70,11
1138059871,2018,2019/9/14,0,4,11
494104735,2018,2019/12/28,10,8,11
1156804547,2018,2019/7/18,3,1,11
407350190,2018,2019/12/20,2,10,11
151413858,2018,2019/6/17,6,1,11
1169005838,2018,2019/3/29,3,6,11
455558271,2018,2019/7/13,4,1,11
407207628,2018,2019/11/13,2,4,11
507433114,2018,2019/12/19,49,25,11
1132818427,2018,2019/7/29,5,7,11
232565764,2018,2019/10/10,5,3,11
812917663,2018,2019/8/29,49,29,11
772956251,2018,2019/5/13,48,31,11
475255424,2018,2019/10/22,14,13,15
1178264308,2018,2019/3/11,4,1,11
40304519,2018,2019/6/15,7,12,11
19850270,2018,2019/12/14,7,3,11
1176966297,2018,2019/1/20,9,8,11
918218034,2018,2019/12/25,8,3,11
220448783,2018,2019/6/9,8,7,11
122220175,2018,2019/3/5,5,7,11
1189743165,2018,2019/6/16,8,8,11
483678988,2018,2019/9/6,8,2,11
483678988,2017,2019/6/6,3,1,11
547258534,2018,2019/7/16,6,,11
578046916,2018,2019/12/31,10,8,11
1157977132,2018,2019/1/23,8,7,11
154066294,2018,2019/5/15,4,0,11
1171029049,2018,2019/11/28,3,9,11
139799966,2018,2019/2/21,12,11,11
241484762,2018,2019/2/3,1,1,11
221832261,2018,2019/9/1,5,9,11
731050139,2018,2019/2/7,256,89,11
725698768,2018,2019/2/27,40,31,11
276103663,2018,2019/7/25,4,0,11
1079431533,2018,2019/5/12,2,6,11
411188025,2018,2019/2/13,5,2,11
841541151,2018,2019/9/25,5,9,11
671030964,2018,2019/9/9,8,1,11
1022501713,2018,2019/10/11,17,10,11
223377099,2018,2019/11/17,9,6,11
633773899,2018,2019/8/20,10,5,11
587234785,2018,2019/10/10,3,5,11
831542,2018,2019/6/26,10,5,11
731340295,2018,2019/9/28,21,,11
456997986,2018,2019/12/27,15,,11
51981125,2018,2019/3/21,11,,11
20822760,2018,2019/12/17,42,,11
492405943,2018,2019/12/20,12,,11
729220676,2018,2019/1/21,4,3,11
424537795,2018,2019/11/21,7,5,13
1084656325,2018,2019/8/22,4,7,11
268673627,2018,2019/5/27,9,10,11
957335499,2013,2015/9/29,15,,0
368132676,2014,2015/5/17,,,0
772043264,2013,2014/2/27,11,,0
575004686,2013,2014/2/3,9,,11
376845234,2013,2014/3/26,22,,0
669965313,2015,2016/12/23,97,,0
211101804,2014,2015/7/13,9,,0
493673299,2013,2015/10/13,,,0
1005206680,2013,2014/11/18,,,0
191968433,2014,2015/6/30,,,0
1082407313,2014,2015/5/1,,,0
277248694,2015,2016/8/5,,,0
816255640,2013,2015/9/28,,,0
1194652581,2013,2014/12/23,,,0
803399659,2013,2014/7/12,,,0
502449113,2014,2015/4/29,,,0
1077144852,2013,2015/4/23,11,,0
455084325,2013,2015/7/15,,,4
944558367,2014,2015/6/11,,,0
781576227,2013,2015/2/1,,,0
1124148664,2014,2015/6/30,12,,0
332412177,2014,2015/2/28,,,0
455084325,2014,2015/6/15,,,4
1136409037,2015,2016/8/27,,,0
758480735,2014,2015/10/10,,,0
1131068778,2013,2014/9/28,,,0
923269747,2014,2016/11/26,,,0
103538899,2014,2015/8/10,,,0
1188467492,2014,2015/11/17,,,0
534082754,2014,2015/3/25,,,0
989027136,2016,2017/6/20,14,6,0
1131068778,2016,2017/8/20,5,6,0
969398973,2017,2018/6/28,5,7,11
969398973,2013,2016/8/29,2,,11
336955243,2016,2017/11/7,31,17,11
1007251516,2016,2017/6/30,54,22,11
1207030622,2017,2018/8/4,27,19,11
818326003,2017,2018/7/9,4,0,11
818326003,2016,2017/4/13,5,8,11
1082407313,2017,2018/6/8,10,15,11
618578351,2016,2017/3/30,12,9,13
532386625,2016,2018/2/26,1,7,11
532386625,2013,2018/2/26,2,,11
362903000,2015,2016/1/20,28,,11
621160066,2017,2018/4/23,462,326,15
957335499,2015,2017/12/1,18,,11
953672999,2016,2017/7/20,7,5,9
421844157,2015,2017/5/23,10,,13
421844157,2016,2017/10/23,6,6,13
816255640,2017,2018/7/3,6,8,11
151726554,2017,2018/9/30,24,10,11
667545069,2014,,,,11
111749012,2016,,,,11
919821609,2015,,6,,11
1028693955,2014,,,,13
1189382204,2014,,,,11
582002559,2016,,12,,11
1042476978,2018,,,,18
95898023,2015,2016/10/23,4,,0
1028693955,2013,2016/7/4,,,4
669965313,2013,2015/7/10,118,,0
122697049,2014,2015/7/30,,,0
277248694,2013,2015/12/18,11,,0
898306591,2014,2015/8/17,9,,0
817183311,2014,2015/2/28,,,0
810542551,2013,2015/8/30,,,0
19355525,2013,2015/8/31,,,0
277248694,2014,2015/12/19,11,,0
701756227,2015,2016/8/11,13,,0
869052952,2013,2014/6/11,,,0
816255640,2014,2015/7/28,,,0
1136409037,2013,2014/10/24,,,0
1007251516,2014,2015/2/28,,,0
794266200,2014,2015/9/21,,,0
758480735,2013,2014/9/3,,,0
989495682,2015,2016/3/17,,,0
185443642,2014,2015/12/27,,,0
583114121,2013,2015/2/16,,,0
810358507,2014,2015/5/10,,,0
60068624,2015,2016/1/5,,,0
60068624,2014,2016/10/5,,,0
1131068778,2014,2015/4/21,,,0
1131068778,2015,2016/12/3,,,0
201934483,2014,2015/7/1,,,4
109252429,2013,2015/11/20,5,,0
322323136,2014,2015/10/21,8,,0
1122732191,2014,2015/2/3,,,0
969398973,2015,2016/8/29,6,,11
781576227,2016,2017/5/18,6,4,11
635792996,2015,2016/12/13,12,,11
20119804,2017,2018/9/24,10,0,11
532386625,2015,2018/1/26,1,,11
532386625,2017,2018/7/26,1,6,11
332412177,2017,2018/2/2,11,1,9
332412177,2015,2016/6/7,6,,11
909463926,2017,2018/3/22,9,2,11
749231957,2015,2017/1/13,12,,11
27666724,2017,2018/3/22,2,5,11
932639370,2016,2017/7/31,3,5,11
617917621,2017,2018/12/25,22,14,11
729451269,2015,2017/9/28,14,,11
840366560,2015,2017/7/22,6,,11
1231967447,2016,2017/12/11,22,10,11
288764483,2016,2017/8/9,15,14,11
594662985,2017,2018/5/15,2,5,11
26019577,2017,2018/10/16,9,5,11
15412559,2015,,,,11
667545069,2015,,,,11
590790420,2013,,,,11
1041614706,2017,,9,,11
10698350,2017,,,,11
95898023,2017,,,,9
919821609,2016,,6,,11
1028693955,2015,,,,13
1189382204,2015,,,,11
493833765,2013,2015/12/30,,,0
332305361,2014,2015/6/16,,,0
332305361,2013,2014/11/18,,,0
885962709,2014,2015/10/29,7,,0
122697049,2015,2016/5/6,,,0
689807604,2014,2015/3/30,,,0
828356001,2013,2015/7/22,,,0
1015275963,2015,2016/5/16,,,0
808770323,2014,2015/5/23,,,0
288764483,2013,2014/8/19,20,,0
918361308,2015,2016/3/29,,,0
810542551,2014,2015/5/30,,,0
725175640,2014,2015/3/18,,,0
829944891,2014,2015/5/30,,,0
1124148664,2013,2015/10/30,9,,0
242119654,2015,2016/11/11,11,,0
109252429,2014,2015/5/21,6,,0
32025878,2014,2015/3/26,,,0
1160651495,2013,2014/9/29,,,0
26019577,2015,2016/3/13,,,0
1215158860,2013,2015/3/30,,,0
1215168900,2016,2017/7/20,7,9,0
639523185,2016,2017/3/20,4,9,0
151726554,2015,2016/2/17,12,,11
828356001,2017,2018/6/13,8,7,11
277248694,2017,2018/5/2,7,8,11
781576227,2017,2018/7/31,10,6,11
46204191,2015,2016/1/26,9,,11
1207030622,2013,2016/11/20,63,,11
635792996,2017,2018/1/29,6,8,11
794543130,2014,2016/7/1,7,,11
362903000,2016,2017/3/14,41,15,11
27666724,2016,2017/3/21,6,4,11
989495682,2016,2017/7/16,3,5,13
219381665,2016,2017/8/14,6,4,13
932639370,2015,2017/7/31,7,,11
846410281,2015,2016/4/20,14,,11
953672999,2015,2017/9/20,12,,9
729451269,2016,2017/1/28,10,10,11
1231967447,2014,2016/4/30,17,,11
1231967447,2015,2016/6/30,20,,11
288764483,2017,2018/12/29,13,12,11
816255640,2016,2017/11/11,6,6,11
777755253,2015,2017/2/22,20,,11
583114121,2017,2018/3/2,176,92,11
594662985,2016,2017/5/8,2,3,11
552644395,2013,,,,11
590790420,2014,,3,,11
1042476978,2017,2018/7/17,13,12,11
575004686,2017,2018/9/19,5,5,11
1041614706,2014,,,,11
10698350,2015,,,,11
842409546,2013,,25,,11
71374755,2015,,,,11
1189382204,2016,,,,11
1099432112,2017,,4,,11
530342741,2017,,6,,13
308587947,2017,2018/4/25,4,9,11
1099432112,2018,,,,0
15412559,2014,2015/6/20,17,,0
575004686,2015,2016/11/30,10,,11
487814001,2014,2015/4/16,,,0
376845234,2014,2015/6/30,28,,0
150680780,2014,2015/3/30,,,0
688774607,2014,2015/5/25,,,0
324547720,2013,2015/2/12,12,,11
1194652581,2014,2015/1/16,,,4
828356001,2015,2016/11/14,,,0
689807604,2013,2015/9/30,,,0
255617404,2014,2015/5/25,,,0
808770323,2015,2016/9/8,,,0
803399659,2014,2015/5/15,,,0
1164000197,2013,2014/11/27,,,0
362903000,2014,2015/4/13,,,0
808770323,2013,2015/12/23,,,0
20119804,2015,2016/10/20,10,,0
288764483,2015,2016/6/28,19,,0
1077144852,2014,2015/3/23,10,,0
27666724,2013,2016/7/12,,,0
27666724,2015,2016/5/12,,,0
111749012,2014,2015/11/19,,,0
27666724,2014,2016/2/12,,,0
