entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
596716081,73,0.0,2.0,8,56,0.25,0,2.0,
752953932,73,,,8,206,,2,3.0,2016.0
424007840,80,,,8,210,,2,2.0,2016.0
683842638,68,0.0,2.0,8,61,0.25,0,,
683842638,68,,,8,211,,2,2.0,2016.0
854368587,68,,,8,211,,2,2.0,2016.0
172705492,68,,,8,211,,2,2.0,2016.0
1003786822,68,0.0,2.0,8,55,0.25,0,,
1003786822,68,,,8,212,,2,3.0,2016.0
1218459383,68,0.0,2.0,9,61,0.25,0,,
1162881188,68,0.0,2.0,8,55,0.25,0,,
464489452,68,0.0,2.0,8,55,0.25,0,2.0,
464489452,68,,,8,211,,2,2.0,2016.0
146477661,68,0.0,2.0,8,55,0.25,0,,
146477661,68,,,8,211,,2,3.0,2016.0
691939625,68,0.0,2.0,8,55,0.25,0,2.0,
691939625,68,,,8,218,,2,2.0,2016.0
97599295,112,0.0,2.0,19,55,0.25,0,1.0,
97599295,112,,,19,210,,2,3.0,2016.0
1151926621,68,,,8,211,,2,3.0,2016.0
1149932031,84,,,8,206,,2,1.0,2016.0
384974106,71,0.0,2.0,8,61,0.25,0,,
207370900,68,,,8,211,,2,3.0,2016.0
207370900,68,,,8,211,0.25,2,2.0,2017.0
972603126,97,0.0,2.0,8,23,0.25,0,2.0,
972603126,97,,,8,134,,2,2.0,2016.0
893839911,97,0.0,2.0,19,27,0.25,0,2.0,
893839911,97,,,19,150,,2,3.0,2016.0
74749060,114,,2.0,19,76,0.25,1,,
74749060,114,0.0,2.0,19,76,0.25,1,,
569311652,97,0.0,2.0,8,23,0.25,0,2.0,
569311652,97,,,8,134,,2,2.0,2016.0
938735146,68,,,8,210,,2,3.0,2016.0
938735146,68,,,8,210,,2,3.0,2015.0
950477262,74,0.0,2.0,8,34,0.25,0,,
950477262,74,,,8,165,,2,3.0,2016.0
950477262,74,,,8,165,0.25,2,1.0,2017.0
352833104,68,0.0,2.0,8,55,0.25,0,2.0,
694935190,74,,,8,210,,2,2.0,2016.0
874434067,68,0.0,2.0,8,55,0.25,0,,
874434067,68,,,8,211,,2,3.0,2016.0
213159696,68,,,19,211,,2,3.0,2016.0
307832564,67,0.0,2.0,19,27,0.25,0,1.0,
307832564,67,,,19,148,,2,3.0,2016.0
864229628,68,,,19,212,,2,1.0,2016.0
864229628,68,,,19,212,,2,2.0,2015.0
864229628,68,,,19,212,0.25,2,1.0,2017.0
385324331,70,0.0,2.0,8,61,0.25,0,,
77287261,74,,,8,210,,2,3.0,2016.0
906331616,68,0.0,2.0,8,55,0.25,0,2.0,
906331616,68,,,8,212,,2,3.0,2016.0
997864454,70,0.0,2.0,19,60,0.25,0,,
420128370,75,,,19,222,,2,1.0,2016.0
212936139,86,,,8,211,,2,1.0,2016.0
925193355,85,,,19,210,,2,5.0,2016.0
682636,68,0.0,2.0,8,55,0.25,0,2.0,
889215358,73,0.0,2.0,8,65,0.25,0,1.0,
889215358,73,,,8,220,,2,1.0,2016.0
915691115,68,0.0,2.0,8,55,0.25,0,1.0,
915691115,68,,,8,211,,2,3.0,2016.0
915691115,68,,,8,211,,2,3.0,2015.0
1026610675,68,,,8,211,,2,3.0,2016.0
494655806,68,0.0,2.0,8,55,0.25,0,1.0,
494655806,68,,,8,211,,2,17.0,2016.0
494655806,68,,,8,211,,2,2.0,2015.0
494655806,68,,,8,211,0.25,2,2.0,2017.0
198645614,73,0.0,2.0,8,23,0.25,0,2.0,
198645614,73,,,8,126,,2,1.0,2016.0
198645614,73,,,8,126,,2,3.0,2015.0
198645614,73,,,8,126,0.25,2,1.0,2017.0
1082685891,68,,,8,211,,2,2.0,2016.0
1042476978,68,,,8,222,,2,3.0,2016.0
1042476978,68,,,8,112,,2,3.0,2015.0
1042476978,68,,,8,114,0.25,2,3.0,2017.0
836262811,73,0.0,2.0,8,23,0.25,0,2.0,
836262811,73,,,8,137,,2,2.0,2016.0
1093842360,73,0.0,2.0,8,55,0.25,0,1.0,
1093842360,73,,,8,210,,2,2.0,2016.0
1010521891,127,0.0,2.0,19,55,0.25,0,5.0,
1010521891,127,,,19,210,,2,2.0,2016.0
1010521891,127,,,19,210,,2,2.0,2015.0
663195445,68,,,8,228,,2,2.0,2016.0
173608654,79,,,8,221,0.25,2,10.0,2017.0
434369652,73,0.0,2.0,8,55,0.25,0,3.0,
434369652,73,,,8,222,,2,5.0,2016.0
434369652,73,,,8,222,,2,5.0,2015.0
109349946,104,0.0,2.0,19,55,0.25,0,5.0,
109349946,104,,,19,210,,2,5.0,2016.0
109349946,104,,,19,210,,2,5.0,2015.0
109349946,104,,,19,210,0.25,2,5.0,2017.0
770023067,73,,,8,206,,2,2.0,2016.0
770023067,73,,,8,206,0.25,2,2.0,2017.0
320426589,68,,,8,211,,2,2.0,2016.0
320426589,68,,,8,211,,2,2.0,2015.0
1020595851,73,,,8,210,,2,2.0,2016.0
1020595851,73,,,8,210,,2,2.0,2015.0
923259323,68,,,8,211,,2,3.0,2016.0
707959011,68,,,8,211,,2,3.0,2016.0
707959011,68,,,8,211,,2,3.0,2015.0
450806114,81,0.0,2.0,8,55,0.25,0,4.0,
710072547,70,0.0,2.0,8,66,0.25,0,,
710072547,73,,,8,221,,2,1.0,2016.0
729451269,122,,,8,210,,2,3.0,2016.0
729451269,122,,,8,210,,2,3.0,2015.0
729451269,122,,,8,210,0.25,2,3.0,2017.0
412259756,89,0.0,2.0,8,55,0.25,0,3.0,
376845234,71,,,11,168,,2,20.0,2016.0
376845234,71,,,9,168,,2,20.0,2015.0
1183470458,89,0.0,2.0,8,55,0.25,0,1.0,
1183470458,89,,,8,211,,2,3.0,2016.0
720509517,81,,,8,210,,2,3.0,2016.0
885727648,89,,,8,206,,2,3.0,2016.0
208602029,102,,,19,215,,2,26.0,2016.0
391577769,103,0.0,2.0,8,23,0.25,0,11.0,
391577769,103,,,8,134,,2,11.0,2016.0
391577769,103,,,8,134,,2,11.0,2015.0
169464023,71,0.0,2.0,5,66,0.25,0,,
169464023,71,,,19,238,,2,3.0,2016.0
169464023,71,,,19,206,0.25,2,3.0,2017.0
100233421,68,,,8,211,,2,2.0,2016.0
362903000,85,0.0,1.0,8,9,0.25,0,48.0,
362903000,85,,,19,100,,2,34.0,2016.0
362903000,85,,,8,107,,2,5.0,2015.0
362903000,85,,,19,100,0.25,2,62.0,2017.0
932526009,72,,2.0,8,61,0.25,1,,
932526009,72,,,8,211,,2,2.0,2016.0
885686552,68,,,8,211,,2,3.0,2016.0
183833080,74,,,8,181,,2,1.0,2016.0
170330044,68,,,8,211,,2,3.0,2016.0
919169251,86,0.0,2.0,8,55,0.25,0,,
849285849,89,,,8,211,,2,3.0,2016.0
849285849,89,,,8,211,,2,3.0,2015.0
255617404,114,0.0,2.0,19,55,0.25,0,3.0,
255617404,114,,,19,212,,2,2.0,2016.0
841541151,86,,,8,222,0.25,2,2.0,2017.0
997431433,92,,,8,206,,2,2.0,2015.0
332785190,69,0.0,2.0,8,23,0.25,0,2.0,
332785190,69,,,8,129,,2,50.0,2016.0
704862560,144,,,12,182,,2,1.0,2016.0
704862560,144,,,12,182,0.25,2,2.0,2017.0
676421585,89,,,8,206,,2,3.0,2016.0
799568105,155,,2.0,8,55,0.25,1,,
799568105,155,,,8,211,,2,5.0,2016.0
799568105,155,,,8,211,,2,5.0,2015.0
799568105,155,,,8,211,0.25,2,5.0,2017.0
922231918,148,,,10,168,,2,8.0,2016.0
922231918,148,,,9,168,,2,8.0,2015.0
417928253,68,,,8,222,,2,1.0,2016.0
715876606,78,0.0,2.0,8,19,0.25,1,,
715876606,78,,,8,115,,2,6.0,2016.0
715876606,78,,,8,115,,2,6.0,2015.0
1051752215,78,,,19,211,,2,3.0,2016.0
69864218,78,,,19,222,,2,3.0,2016.0
1018494927,78,,,19,210,,2,2.0,2016.0
619642009,89,0.0,1.0,9,14,0.25,0,156.0,
915092028,76,0.0,2.0,8,67,0.25,1,,
915092028,74,,,8,222,,2,1.0,2016.0
210383067,73,0.0,2.0,8,61,0.25,0,2.0,
210383067,73,,,8,211,,2,3.0,2016.0
210383067,70,,,8,211,,2,3.0,2015.0
970738170,102,,,8,222,0.25,2,1.0,2017.0
527302025,81,,,8,210,,2,3.0,2015.0
527302025,81,,,8,213,0.25,2,8.0,2017.0
739577462,77,,,19,193,,2,,2016.0
468888250,69,,,15,168,,2,6.0,2016.0
1005435467,89,,,8,222,,2,2.0,2016.0
1185979689,69,,,15,168,,2,19.0,2016.0
1185979689,69,,,20,168,,2,19.0,2015.0
1085932784,125,,,19,210,,2,2.0,2016.0
1085932784,125,,,19,210,,2,2.0,2015.0
327447823,70,2.0,2.0,6,48,0.25,0,,
565113965,86,0.0,2.0,8,48,0.25,0,1.0,
565113965,86,,,8,182,,2,5.0,2016.0
565113965,86,,,8,182,,2,5.0,2015.0
194970450,68,0.0,2.0,8,55,0.25,0,2.0,
194970450,68,,,8,180,,2,3.0,2016.0
195815638,94,0.0,2.0,19,42,0.25,0,,
1188467492,132,0.0,2.0,8,51,0.25,1,3.0,
27666724,138,0.0,2.0,8,19,0.25,1,,
901185712,89,0.0,2.0,19,55,0.25,0,1.0,
901185712,89,,,19,211,,2,3.0,2016.0
1054297235,119,,,19,210,,2,2.0,2016.0
1054297235,119,,,19,210,,2,2.0,2015.0
407546436,89,,,19,222,,2,3.0,2016.0
380197125,67,,,8,144,,2,2.0,2016.0
170154605,79,0.0,2.0,8,55,0.25,0,3.0,
170154605,79,,,8,211,,2,4.0,2016.0
170154605,79,,,8,211,,2,6.0,2015.0
1106791339,68,,,8,212,,2,3.0,2016.0
103538899,68,0.0,2.0,8,55,0.25,0,,
103538899,68,,,8,211,,2,3.0,2016.0
285828433,114,,,19,210,,2,2.0,2016.0
695526356,68,0.0,2.0,8,67,0.25,0,2.0,
700384826,89,0.0,2.0,19,23,0.25,1,5.0,
700384826,89,,,19,133,,2,5.0,2016.0
725175640,68,,,8,211,,2,1.0,2016.0
725175640,68,,,8,211,,2,3.0,2015.0
509122042,67,0.0,2.0,8,61,0.25,0,,
483084153,92,0.0,2.0,8,67,0.25,0,3.0,
483084153,92,,,8,222,,2,12.0,2016.0
483084153,92,,,8,222,,2,12.0,2015.0
931883693,68,0.0,2.0,8,56,0.25,0,1.0,
295521760,69,,2.0,8,48,0.25,1,,
295521760,69,0.0,2.0,8,48,0.25,0,,
295521760,69,0.0,2.0,8,48,0.25,1,,
295521760,69,,,8,182,,2,2.0,2016.0
996030320,71,0.0,2.0,19,67,0.25,0,,
208523205,67,,,8,211,,2,2.0,2016.0
327107238,91,,,8,222,,2,1.0,2016.0
327107238,93,,,8,222,0.25,2,1.0,2017.0
52854757,73,0.0,2.0,8,36,0.25,0,20.0,
52854757,73,,,8,168,,2,14.0,2016.0
52854757,73,,,8,168,,2,14.0,2015.0
607278503,69,0.0,2.0,8,23,0.25,0,1.0,
1201794855,97,,2.0,8,67,0.25,1,,
158248251,101,,,8,105,,2,4.0,2016.0
1018069886,69,0.0,2.0,8,55,0.25,0,2.0,
1018069886,69,,,8,210,,2,3.0,2016.0
1085857349,69,0.0,2.0,8,55,0.25,0,9.0,
1085857349,69,,,8,218,,2,6.0,2016.0
83240477,84,0.0,2.0,8,55,0.25,0,,
83240477,84,,,8,211,,2,2.0,2016.0
60048059,84,,,8,211,,2,5.0,2016.0
60048059,84,,,8,211,,2,5.0,2015.0
60048059,84,,,8,211,0.25,2,5.0,2017.0
1215821485,68,,,8,155,0.25,2,12.0,2017.0
1113540454,67,,,19,211,,2,2.0,2016.0
372210897,121,0.0,2.0,8,23,0.25,0,10.0,
372210897,121,0.0,2.0,8,23,0.25,0,,
372210897,121,,,8,144,,2,1.0,2016.0
372210897,121,,,8,144,,2,10.0,2015.0
372210897,68,,,8,199,0.25,2,2.0,2017.0
755138139,107,0.0,2.0,9,22,0.25,1,,
755138139,107,,,9,121,,2,1.0,2016.0
755138139,107,,,9,121,,2,1.0,2015.0
1092343558,107,0.0,2.0,19,71,0.25,0,13.0,
1092343558,107,,,19,233,,2,13.0,2016.0
76278720,89,0.0,1.0,8,11,0.25,0,1.0,
76278720,90,,,8,103,,2,1.0,2016.0
76278720,89,,,8,103,,2,4.0,2015.0
76278720,89,,,15,103,0.25,2,1.0,2017.0
282610525,73,,,8,206,,2,2.0,2016.0
498426938,68,,2.0,8,48,0.25,1,,
498426938,68,,,8,182,,2,3.0,2016.0
498426938,68,,,8,182,,2,3.0,2016.0
498426938,68,,,8,182,,2,3.0,2015.0
553787562,97,0.0,2.0,8,61,0.25,0,,
1099944224,112,0.0,2.0,19,55,0.25,0,2.0,
1099944224,112,,,19,210,,2,3.0,2016.0
1099944224,112,,,19,210,,2,3.0,2015.0
432161556,97,0.0,2.0,8,55,0.25,0,6.0,
728409098,67,,,8,211,,2,2.0,2015.0
720719528,70,0.0,2.0,5,56,0.25,1,,
720719528,73,,,8,210,,2,1.0,2016.0
1190580640,86,0.0,2.0,8,61,0.25,0,,
749231957,107,0.0,2.0,8,43,0.25,0,2.0,
749231957,107,,,8,174,,2,3.0,2016.0
749231957,107,,,8,202,0.25,2,3.0,2017.0
643346326,91,,,19,206,,2,2.0,2016.0
643346326,91,,,19,206,,2,2.0,2015.0
232058581,112,,,19,211,,2,2.0,2016.0
259595235,112,0.0,2.0,19,67,0.25,1,,
653184071,107,,,8,182,,2,1.0,2016.0
653184071,107,,,19,211,,2,3.0,2015.0
653184071,107,,,8,203,0.25,2,1.0,2017.0
992237603,112,0.0,2.0,19,55,0.25,0,1.0,
530342741,112,0.0,2.0,19,55,0.25,0,,
713858841,112,,,19,210,,2,2.0,2016.0
1068017385,70,0.0,2.0,8,48,0.25,0,,
557422970,112,0.0,2.0,19,67,0.25,0,1.0,
794019868,67,0.0,2.0,8,56,0.25,0,6.0,
1121546990,112,0.0,2.0,19,55,0.25,0,1.0,
448253308,112,0.0,2.0,19,67,0.25,1,,
1188349896,73,,2.0,19,66,0.25,1,,
1188349896,73,,,19,221,,2,1.0,2016.0
809284296,83,0.0,2.0,19,67,0.25,0,,
809284296,75,,,19,222,,2,2.0,2016.0
601302943,67,,,8,211,,2,2.0,2016.0
844589179,73,0.0,2.0,8,23,0.25,0,,
844589179,73,,,8,139,,2,3.0,2016.0
1082243975,107,,,8,222,,2,7.0,2016.0
445480221,147,,,8,195,,2,2.0,2016.0
445480221,143,,,8,195,0.25,2,3.0,2017.0
319554661,74,,,8,211,,2,2.0,2016.0
261482098,114,0.0,2.0,8,55,0.25,0,1.0,
332704751,114,0.0,2.0,8,55,0.25,0,7.0,
332704751,114,,,8,172,,2,8.0,2016.0
332704751,114,,,8,211,,2,3.0,2015.0
332704751,114,,,8,172,0.25,2,8.0,2017.0
897511444,118,0.0,2.0,8,55,0.25,0,2.0,
897511444,118,,,8,210,,2,2.0,2016.0
897511444,118,,,8,210,,2,2.0,2015.0
897511444,118,,,8,210,0.25,2,2.0,2017.0
362523435,114,0.0,2.0,19,55,0.25,0,1.0,
362523435,114,,,19,212,,2,3.0,2016.0
375798270,114,0.0,2.0,19,55,0.25,0,3.0,
375798270,114,,,19,211,,2,4.0,2016.0
659288071,70,0.0,2.0,5,64,0.25,1,,
323473633,121,,2.0,19,67,0.25,1,,
323473633,111,,,8,192,,2,1.0,2016.0
323473633,159,,,8,192,,2,1.0,2015.0
131200222,109,,,8,211,,2,6.0,2016.0
423791386,121,,2.0,8,67,0.25,1,,
62390575,140,0.0,2.0,8,55,0.25,0,2.0,
62390575,140,,,8,211,,2,2.0,2016.0
62390575,140,,,8,211,,2,2.0,2015.0
62390575,140,,,8,211,0.25,2,5.0,2017.0
593631230,72,0.0,2.0,8,61,0.25,0,,
59866292,112,0.0,2.0,19,67,0.25,0,,
654589853,121,0.0,2.0,19,55,0.25,0,3.0,
654589853,121,,,19,211,,2,2.0,2016.0
739391471,73,,,8,206,,2,2.0,2016.0
730888062,121,0.0,2.0,8,67,0.25,0,3.0,
791641607,118,0.0,2.0,8,55,0.25,0,2.0,
791641607,118,,,8,210,,2,1.0,2016.0
791641607,118,,,8,210,,2,4.0,2015.0
791641607,118,,,8,210,0.25,2,4.0,2017.0
50642953,119,0.0,2.0,8,55,0.25,0,1.0,
50642953,119,,,8,210,,2,3.0,2016.0
50642953,119,,,8,210,,2,3.0,2015.0
50642953,119,,,8,210,0.25,2,3.0,2017.0
852094752,119,,2.0,8,55,0.25,1,,
852094752,119,,,8,211,,2,3.0,2016.0
852094752,119,,,8,211,,2,3.0,2015.0
852094752,119,,,8,211,0.25,2,3.0,2017.0
886096723,119,,,8,211,,2,5.0,2016.0
886096723,119,,,8,211,,2,5.0,2015.0
886096723,119,,,8,211,0.25,2,5.0,2017.0
155522038,73,,,8,238,,2,2.0,2016.0
649788003,102,,,19,211,,2,2.0,2016.0
649788003,102,,,19,211,,2,2.0,2015.0
86580773,112,0.0,2.0,17,67,0.25,1,,
286552333,112,0.0,2.0,19,55,0.25,0,1.0,
286552333,112,,,19,212,,2,2.0,2016.0
575224830,112,0.0,2.0,19,55,0.25,0,1.0,
575224830,112,,,19,210,,2,2.0,2016.0
575224830,112,,,19,210,,2,2.0,2015.0
126993263,86,0.0,2.0,8,55,0.25,0,2.0,
126993263,86,,,8,211,,2,2.0,2016.0
668158638,112,0.0,2.0,19,55,0.25,0,1.0,
1230336904,68,0.0,2.0,8,55,0.25,0,1.0,
1230336904,68,,,8,210,,2,3.0,2016.0
673580467,112,,2.0,17,60,0.25,1,,
775583569,113,0.0,2.0,9,36,0.25,0,20.0,
775583569,113,,,12,168,,2,19.0,2016.0
775583569,113,,,9,168,,2,19.0,2015.0
407207628,73,,,8,210,,2,2.0,2016.0
909463926,112,0.0,2.0,19,55,0.25,0,3.0,
909463926,112,,,19,211,,2,1.0,2016.0
909463926,112,,,19,211,,2,4.0,2015.0
909463926,112,,,19,211,0.25,2,4.0,2017.0
923590000,112,0.0,2.0,19,55,0.25,0,2.0,
836581602,113,0.0,2.0,8,51,0.25,0,,
1145175331,97,0.0,2.0,8,27,0.25,0,2.0,
968037697,123,0.0,2.0,19,55,0.25,0,3.0,
968037697,123,,,19,210,,2,5.0,2016.0
688774607,148,,,8,211,,2,20.0,2016.0
180016517,154,0.0,2.0,8,55,0.25,0,3.0,
180016517,154,,,8,211,,2,3.0,2016.0
180016517,154,,,8,211,,2,3.0,2015.0
180016517,154,,,8,211,0.25,2,4.0,2017.0
455489186,133,,,8,192,,2,8.0,2016.0
211469713,125,0.0,2.0,8,48,0.25,1,,
14658789,154,,,8,211,,2,5.0,2016.0
14658789,154,,,8,211,,2,5.0,2015.0
1109695431,114,,2.0,19,76,0.25,1,,
1109695431,114,,,19,238,,2,7.0,2016.0
1109695431,114,,,19,238,,2,7.0,2015.0
31354588,114,,,19,222,,2,3.0,2016.0
1000291316,114,0.0,2.0,19,47,0.25,0,,
92124617,75,,,19,221,,2,3.0,2016.0
957814072,114,0.0,2.0,19,55,0.25,0,3.0,
626617037,91,0.0,2.0,19,55,0.25,0,2.0,
626617037,91,,,19,222,,2,5.0,2016.0
626617037,91,,,8,222,0.25,2,2.0,2017.0
1011014592,114,0.0,2.0,19,55,0.25,0,1.0,
263127758,69,0.0,2.0,8,23,0.25,0,19.0,
263127758,69,,,8,144,,2,35.0,2016.0
263127758,69,,,8,144,,2,2.0,2015.0
263127758,69,,,8,190,0.25,2,30.0,2017.0
1033647152,115,0.0,2.0,19,55,0.25,0,2.0,
1033647152,115,,,19,211,,2,2.0,2016.0
1033647152,115,,,19,211,,2,2.0,2015.0
814663023,127,,,19,210,,2,1.0,2016.0
339230089,125,0.0,2.0,8,66,0.25,0,3.0,
1203317006,115,,2.0,8,2,0.25,1,,
1203317006,115,,,8,84,,2,3.0,2016.0
1203317006,115,,,8,84,,2,1.0,2015.0
1203317006,115,,,8,163,0.25,2,1.0,2017.0
277527220,114,0.0,2.0,8,55,0.25,0,3.0,
421844157,73,0.0,2.0,19,67,0.25,0,2.0,
421844157,73,,,19,222,,2,1.0,2016.0
421844157,70,,,19,222,0.25,2,1.0,2017.0
459791316,117,0.0,2.0,8,67,0.25,1,,
459791316,121,,,8,211,,2,3.0,2016.0
115383990,117,0.0,2.0,19,67,0.25,1,,
1050159128,72,0.0,2.0,8,70,0.25,0,,
648864066,72,0.0,2.0,8,67,0.25,0,,
389988763,121,0.0,2.0,19,55,0.25,0,1.0,
389988763,117,,,19,211,,2,3.0,2016.0
929663379,73,,,8,206,,2,2.0,2016.0
209522538,89,,,8,226,,2,3.0,2016.0
209522538,89,,,8,226,,2,3.0,2015.0
265543412,117,0.0,2.0,8,63,0.25,1,,
248264924,117,0.0,2.0,8,67,0.25,0,,
1070182067,118,0.0,2.0,19,55,0.25,0,2.0,
734758428,130,0.0,2.0,8,45,0.25,0,6.0,
734758428,130,,,8,180,,2,2.0,2016.0
734758428,130,,,8,180,,2,10.0,2015.0
734758428,130,,,8,180,0.25,2,10.0,2017.0
507043244,118,0.0,2.0,19,55,0.25,0,2.0,
507043244,118,,,19,210,,2,2.0,2016.0
507043244,118,,,19,210,,2,2.0,2015.0
153234185,119,,2.0,8,55,0.25,1,,
153234185,119,,,8,211,,2,2.0,2016.0
153234185,119,,,8,211,,2,3.0,2015.0
153234185,119,,,8,211,0.25,2,3.0,2017.0
203509981,129,0.0,2.0,8,66,0.25,0,1.0,
593995034,67,,,19,211,,2,2.0,2016.0
647313960,73,,,8,206,,2,3.0,2016.0
876474681,89,,,19,206,,2,2.0,2016.0
470548263,135,,,8,211,,2,2.0,2016.0
1118845943,123,,,19,211,,2,5.0,2016.0
1028369045,139,0.0,2.0,8,23,0.25,0,3.0,
558787191,108,,,19,206,,2,3.0,2016.0
558787191,108,,,19,95,0.25,2,0.0,2017.0
1142627477,67,0.0,2.0,19,55,0.25,0,2.0,
1142627477,67,,,19,211,,2,3.0,2016.0
1207030622,139,0.0,2.0,8,57,0.25,0,,
1207030622,139,,,8,205,,2,43.0,2016.0
1207030622,139,,,8,205,0.25,2,43.0,2017.0
898306591,99,0.0,2.0,8,23,0.25,0,11.0,
898306591,99,,,8,134,,2,12.0,2016.0
310206872,67,,,27,168,,2,2.0,2016.0
310206872,67,,,27,168,,2,2.0,2015.0
1024186033,152,,,8,234,0.25,2,15.0,2017.0
1102913507,125,0.0,2.0,8,67,0.25,0,,
32025878,154,,,8,211,,2,2.0,2016.0
32025878,154,,,8,211,,2,2.0,2015.0
32025878,154,,,8,211,0.25,2,2.0,2017.0
296193174,148,,,8,222,,2,1.0,2016.0
296193174,157,,,8,222,,2,1.0,2015.0
296193174,148,,,8,222,0.25,2,1.0,2017.0
94628547,75,,,19,222,,2,3.0,2016.0
94628547,75,,,19,222,,2,3.0,2015.0
1128281818,72,0.0,2.0,8,61,0.25,0,,
1128281818,89,,,8,211,,2,2.0,2016.0
968740487,137,0.0,2.0,8,61,0.25,0,1.0,
968740487,137,,,8,222,,2,6.0,2016.0
968740487,137,,,8,222,,2,6.0,2015.0
488925926,139,0.0,2.0,9,61,0.25,0,,
444717725,129,,,8,239,0.25,2,5.0,2017.0
846319954,67,,,8,211,,2,2.0,2016.0
445220130,68,0.0,2.0,8,55,0.25,0,8.0,
445220130,68,,,8,211,,2,4.0,2016.0
445220130,68,,,8,211,,2,2.0,2015.0
445220130,68,,,8,211,0.25,2,1.0,2017.0
1183612211,131,0.0,2.0,19,67,0.25,0,2.0,
1183612211,131,,,19,222,,2,1.0,2016.0
1183612211,131,,,19,222,,2,6.0,2015.0
1183612211,131,,,8,188,0.25,2,6.0,2017.0
800149315,107,,,8,206,,2,1.0,2016.0
224947159,135,,,8,211,,2,2.0,2016.0
224947159,135,,,8,211,,2,2.0,2015.0
142931897,72,0.0,2.0,8,23,0.25,0,1.0,
142931897,72,,,8,127,,2,6.0,2016.0
667545069,139,,,8,210,,2,3.0,2016.0
425173736,136,0.0,2.0,8,55,0.25,0,2.0,
649944968,124,0.0,2.0,8,66,0.25,0,,
649944968,124,,,8,221,,2,2.0,2016.0
1151305842,118,0.0,2.0,8,55,0.25,0,2.0,
1151305842,118,,,8,210,,2,2.0,2016.0
1128682595,72,0.0,2.0,8,55,0.25,0,,
1128682595,72,,,8,211,,2,2.0,2016.0
831677751,87,0.0,2.0,8,39,0.25,1,,
831677751,72,,,8,182,,2,1.0,2016.0
867564755,116,,1.0,8,15,0.25,1,,
867564755,116,,,8,111,0.25,2,2.0,2017.0
356856567,116,,1.0,8,15,0.25,1,,
356856567,116,,,8,111,0.25,2,3.0,2017.0
453047470,113,,,19,206,0.25,2,1.0,2017.0
1107560411,69,,2.0,8,61,0.25,1,,
794266200,67,0.0,2.0,8,56,0.25,0,2.0,
794266200,67,,,8,206,,2,2.0,2016.0
524853474,73,0.0,2.0,8,55,0.25,0,2.0,
524853474,73,,,8,218,,2,2.0,2016.0
583114121,67,1.0,2.0,9,36,0.25,0,77.0,
583114121,67,,,13,168,,2,77.0,2016.0
583114121,67,,,9,168,,2,77.0,2015.0
198740367,100,0.0,2.0,19,23,0.25,0,2.0,
198740367,100,,,19,134,,2,2.0,2016.0
198740367,100,,,19,134,,2,2.0,2015.0
209639730,139,0.0,2.0,8,27,0.25,0,2.0,
553149000,88,,,8,212,,2,2.0,2016.0
802540167,108,0.0,2.0,8,66,0.25,0,,
828334189,99,0.0,2.0,19,23,0.25,0,,
828334189,99,,,19,134,,2,7.0,2016.0
627653926,112,,,19,211,,2,2.0,2016.0
174838085,82,,,21,210,,2,8.0,2016.0
770012999,67,0.0,2.0,8,55,0.25,0,2.0,
770012999,67,,,8,210,,2,2.0,2016.0
530384310,89,,2.0,8,50,0.25,1,,
530384310,90,,,8,192,,2,3.0,2016.0
530384310,72,,,8,192,,2,3.0,2015.0
530384310,72,,,8,192,0.25,2,3.0,2017.0
450904367,68,,,8,211,,2,3.0,2016.0
991811367,124,,,8,211,,2,2.0,2016.0
793828820,68,0.0,2.0,8,55,0.25,0,2.0,
793828820,68,,,8,211,,2,2.0,2016.0
306996078,139,0.0,2.0,8,55,0.25,0,2.0,
306996078,139,,,8,218,,2,2.0,2016.0
742120449,136,,,8,206,,2,2.0,2016.0
798162,142,0.0,2.0,8,56,0.25,1,,
798162,142,0.0,2.0,8,56,0.25,1,3.0,
1154191793,72,0.0,2.0,8,61,0.25,0,,
1154191793,90,,,8,211,,2,3.0,2016.0
1154191793,72,,,8,211,,2,3.0,2015.0
1154191793,72,,,8,211,0.25,2,3.0,2017.0
544510971,136,0.0,2.0,8,61,0.25,0,1.0,
1228655698,141,,,8,210,,2,2.0,2016.0
1228655698,141,,,8,210,,2,2.0,2015.0
1228655698,141,,,8,210,0.25,2,2.0,2017.0
995243158,145,0.0,2.0,8,73,0.25,1,,
265904608,114,0.0,2.0,8,67,0.25,0,1.0,
189224647,84,0.0,2.0,19,55,0.25,0,2.0,
189224647,84,,,19,211,,2,2.0,2016.0
189224647,84,,,19,211,,2,3.0,2015.0
189224647,84,,,19,211,0.25,2,3.0,2017.0
676267292,89,,,19,222,,2,2.0,2016.0
1098183164,69,,,8,211,,2,2.0,2016.0
1098183164,69,,,8,211,,2,3.0,2015.0
1098183164,69,,,8,211,0.25,2,2.0,2017.0
517353431,89,,,8,211,,2,3.0,2016.0
1164908871,72,0.0,2.0,8,61,0.25,0,,
114179367,125,,,19,221,,2,1.0,2016.0
114179367,125,,,19,221,0.25,2,3.0,2017.0
187884675,112,0.0,2.0,19,55,0.25,0,2.0,
187884675,112,,,19,211,,2,1.0,2016.0
187884675,112,,,19,211,,2,2.0,2015.0
187884675,112,,,19,211,0.25,2,2.0,2017.0
61794653,68,0.0,2.0,8,61,0.25,0,1.0,
61794653,68,,,8,211,,2,3.0,2016.0
61794653,68,,,8,211,,2,3.0,2015.0
